FID,pointid,b1_S2,b2_S2,b3_S2,b4_S2,b5_S2,b6_S2,b7_S2,b8_S2,b9_S2,b10_S2,b11_S2,b12_S2,b13_S2,b14_S2,b15_S2,b16_S2,b17_S2,b18_S2,Classname,Classvalue
253,4182,225,324,387,472,501,547,873,668,578,235,625,232,1081,3993,4829,1725,665,4964,Ephemeral Inundation,11
254,4183,234,330,409,478,491,535,866,665,615,221,584,226,1056,3840,4655,1710,646,4769,Ephemeral Inundation,11
255,4184,244,338,415,500,500,561,867,677,634,228,610,228,1040,3970,4856,1746,658,4995,Ephemeral Inundation,11
256,4185,248,348,420,510,517,577,862,686,620,219,628,227,1073,4046,4851,1760,681,5022,Ephemeral Inundation,11
257,4186,260,347,432,501,507,577,852,665,611,240,616,228,1088,4092,4992,1776,677,5118,Ephemeral Inundation,11
258,4187,234,339,414,501,511,584,839,635,604,240,592,224,1008,3958,4827,1753,664,4968,Ephemeral Inundation,11
259,4188,243,341,411,503,515,573,850,662,592,232,584,227,1003,3850,4677,1743,665,4951,Ephemeral Inundation,11
260,4189,246,335,412,498,521,565,850,675,609,227,591,226,1022,3916,4767,1732,662,4919,Ephemeral Inundation,11
261,4190,258,339,409,510,498,570,876,689,645,215,605,223,1057,4021,4857,1702,648,5010,Ephemeral Inundation,11
262,4191,243,323,404,497,512,553,883,681,626,231,628,217,1081,4015,4849,1745,661,4973,Ephemeral Inundation,11
263,4192,252,333,413,488,511,579,871,669,617,245,599,228,1066,3968,4783,1735,649,4906,Ephemeral Inundation,11
264,4193,253,334,417,494,513,568,862,670,617,235,608,221,1040,4055,4951,1755,667,5106,Ephemeral Inundation,11
265,4194,241,344,424,502,524,553,860,670,619,249,600,220,1050,4036,4836,1759,669,5060,Ephemeral Inundation,11
266,4195,247,329,407,504,495,554,845,666,624,242,612,223,1073,4050,4994,1768,668,5163,Ephemeral Inundation,11
267,4196,254,338,419,508,520,568,844,657,631,226,597,213,1042,4063,4898,1755,662,5095,Ephemeral Inundation,11
268,4197,251,329,418,496,526,578,873,683,618,225,581,221,1005,3899,4740,1724,653,4949,Ephemeral Inundation,11
269,4198,248,352,433,514,535,565,864,670,611,223,602,222,1033,4024,4866,1722,660,4918,Ephemeral Inundation,11
270,4199,237,327,389,491,499,554,845,664,623,233,600,221,1067,3971,4826,1714,650,4986,Ephemeral Inundation,11
271,4200,240,313,402,500,504,558,863,670,626,240,623,228,1089,4036,4856,1744,666,5020,Ephemeral Inundation,11
272,4201,247,351,428,511,546,570,855,677,630,240,628,226,1083,4068,4857,1759,666,5036,Ephemeral Inundation,11
273,4202,256,356,422,517,523,566,855,666,628,235,615,222,1085,4061,4942,1768,666,5072,Ephemeral Inundation,11
274,4203,259,331,405,506,530,579,861,663,619,240,615,220,1068,4061,4953,1774,671,5105,Ephemeral Inundation,11
275,4204,260,341,415,506,518,585,865,679,637,226,621,220,1063,3998,4916,1756,662,5045,Ephemeral Inundation,11
276,4205,263,342,420,510,530,580,867,678,643,233,602,221,1046,3984,4902,1741,653,5051,Ephemeral Inundation,11
277,4206,239,339,417,496,533,584,887,681,630,228,576,213,1015,4021,4941,1744,653,5094,Ephemeral Inundation,11
278,4207,248,323,387,488,492,551,841,663,610,233,620,221,1067,4007,4789,1735,663,4968,Ephemeral Inundation,11
279,4208,245,339,412,498,504,550,859,665,630,242,629,226,1106,4080,4984,1770,668,5091,Ephemeral Inundation,11
280,4209,250,350,426,498,544,563,874,678,627,236,625,235,1098,4111,4919,1781,683,5059,Ephemeral Inundation,11
281,4210,264,354,437,511,527,563,868,668,643,242,629,222,1101,4048,4871,1761,674,5008,Ephemeral Inundation,11
282,4211,256,348,426,504,525,566,860,678,624,230,612,231,1072,3993,4862,1756,670,5039,Ephemeral Inundation,11
283,4212,250,338,416,507,545,587,881,683,642,242,592,221,1073,3935,4699,1729,659,4882,Ephemeral Inundation,11
284,4213,262,347,416,505,534,603,886,675,638,230,589,224,1027,3883,4818,1724,640,4927,Ephemeral Inundation,11
285,4214,258,338,417,491,526,573,888,687,639,218,586,217,1029,3976,4920,1735,646,5026,Ephemeral Inundation,11
286,4215,243,343,413,505,520,561,860,654,610,231,608,226,1067,3917,4768,1734,666,4929,Ephemeral Inundation,11
287,4216,241,330,410,507,522,573,859,664,619,233,613,218,1056,3976,4861,1755,669,5015,Ephemeral Inundation,11
288,4217,238,347,415,502,529,586,883,686,646,231,607,225,1061,3922,4726,1726,651,4889,Ephemeral Inundation,11
289,4218,251,337,425,519,529,600,898,691,682,231,600,216,1010,3914,4745,1736,660,4883,Ephemeral Inundation,11
290,4219,251,348,424,519,549,577,916,716,668,219,565,216,1011,3928,4811,1732,660,4947,Ephemeral Inundation,11
291,4220,254,347,426,524,543,594,910,698,686,240,605,232,1014,3964,4778,1740,667,5001,Ephemeral Inundation,11
292,4221,240,336,426,551,557,630,933,712,670,237,573,226,983,3855,4804,1756,671,4992,Ephemeral Inundation,11
293,4385,118,198,230,390,338,400,439,262,476,658,1132,772,1631,3028,3088,1819,1116,3175,Ephemeral Inundation,11
294,4386,112,194,204,322,383,409,252,169,419,664,1085,761,1632,2675,2852,1740,1077,2899,Ephemeral Inundation,11
295,4387,70,150,181,316,384,409,303,186,438,635,1078,786,1623,2665,2806,1732,1088,2915,Ephemeral Inundation,11
296,4388,123,193,210,366,326,380,374,214,414,664,1117,778,1605,2824,3049,1765,1063,3245,Ephemeral Inundation,11
297,4389,108,190,212,279,279,309,197,147,322,609,985,722,1566,2379,2720,1617,993,2685,Ephemeral Inundation,11
298,4390,105,158,204,279,264,308,232,156,342,574,932,698,1558,2432,2593,1588,981,2615,Ephemeral Inundation,11
299,4391,112,198,214,336,372,398,345,222,392,709,1183,808,1797,3215,3488,1940,1162,3654,Ephemeral Inundation,11
300,4392,138,202,227,298,274,311,309,209,325,635,1064,733,1539,2598,2718,1705,1048,2879,Ephemeral Inundation,11
301,4393,129,207,242,344,317,357,305,197,339,597,1004,712,1506,2494,2597,1683,1026,2880,Ephemeral Inundation,11
302,4394,215,297,388,479,445,521,618,387,607,577,964,678,1509,2781,2937,1805,1078,3033,Ephemeral Inundation,11
303,4395,129,207,237,388,386,468,295,224,396,709,1217,838,1856,3230,3321,2002,1221,3419,Ephemeral Inundation,11
304,4396,179,298,347,492,509,597,524,344,516,688,1180,815,1745,3064,3432,1949,1180,3585,Ephemeral Inundation,11
305,4397,129,212,235,375,374,395,237,166,337,735,1315,890,1981,3261,3496,2011,1231,3592,Ephemeral Inundation,11
306,4398,139,225,281,428,404,449,361,202,499,726,1255,849,1825,3297,3233,2018,1255,3381,Ephemeral Inundation,11
307,4399,166,250,275,449,415,468,455,279,488,660,1110,784,1669,2912,2948,1828,1125,3143,Ephemeral Inundation,11
308,4400,145,220,246,374,321,366,278,179,347,682,1167,809,1723,2849,2985,1880,1168,3216,Ephemeral Inundation,11
309,4401,141,238,297,488,471,526,374,263,562,654,1133,795,1772,2928,3166,1927,1200,3297,Ephemeral Inundation,11
310,4402,177,262,311,473,473,515,352,223,483,672,1160,819,1813,3153,3290,1959,1201,3455,Ephemeral Inundation,11
311,4403,153,234,284,549,521,579,260,173,582,754,1298,873,1966,3293,3514,2112,1275,3666,Ephemeral Inundation,11
312,1440,801,1168,1323,1506,1944,2046,2630,2072,2171,858,1169,1399,1666,1988,2126,2890,2343,2358,Impervious Surface,18
313,1441,755,1041,1215,1477,1864,1843,2500,2014,2052,1054,1347,1603,1879,2047,2286,2687,2304,2392,Impervious Surface,18
314,1442,896,1316,1457,1768,2299,2541,2877,2371,2680,794,1111,1256,1654,2198,2190,3023,2334,2527,Impervious Surface,18
315,1443,969,1330,1415,1773,2204,2406,2759,2251,2573,1089,1484,1710,2135,2169,2382,3030,2509,2439,Impervious Surface,18
316,1444,968,1392,1579,1781,2254,2416,2931,2398,2578,1029,1372,1635,1974,2292,2315,3110,2609,2587,Impervious Surface,18
317,1445,1127,1554,1756,1933,2151,2268,2933,2694,2431,1418,1822,2141,2282,2287,2391,3230,2923,2521,Impervious Surface,18
318,1446,1173,1554,1796,1870,2051,2063,2953,2600,2200,1299,1703,1977,2190,2359,2413,3146,2743,2546,Impervious Surface,18
319,1447,1065,1487,1689,1722,2137,2156,2857,2338,2384,1070,1468,1731,1930,2224,2346,3129,2522,2549,Impervious Surface,18
320,1448,771,1031,1038,1414,1976,2055,1917,1448,2108,895,1152,1182,1421,1950,1923,2028,1498,2248,Impervious Surface,18
321,1449,1142,1416,1520,1621,1748,1778,2078,1760,1975,1374,1599,1764,1931,1960,2031,2362,1994,2001,Impervious Surface,18
322,1450,1113,1386,1509,1584,1854,1804,2027,1729,1959,1258,1465,1613,1675,1779,1718,2341,2007,1842,Impervious Surface,18
323,1451,910,1153,1240,1456,1917,1956,2030,1586,2060,1146,1393,1553,1653,1742,1815,2327,1947,1851,Impervious Surface,18
324,1452,831,1091,1150,1406,1866,2008,2035,1577,2010,977,1176,1305,1520,1719,1789,2298,1857,1943,Impervious Surface,18
325,1453,921,1174,1262,1451,1747,1870,2021,1595,2131,1046,1298,1471,1629,1813,1831,2404,1980,2021,Impervious Surface,18
326,1454,852,1150,1199,1497,2123,2333,2132,1594,2465,1244,1483,1630,1782,1837,2000,2624,2151,2014,Impervious Surface,18
327,1455,768,1030,1079,1384,2034,2081,2133,1562,2303,975,1211,1361,1561,1703,1842,2616,2075,1959,Impervious Surface,18
328,1456,834,1108,1162,1464,2077,2176,2142,1630,2344,970,1195,1334,1578,1883,1974,2602,2065,2132,Impervious Surface,18
329,1457,931,1233,1304,1524,1972,2023,2180,1682,2205,1171,1431,1614,1826,2054,2133,2660,2192,2268,Impervious Surface,18
330,1458,798,1077,1080,1457,1948,2338,2047,1513,2545,1051,1312,1474,1692,1949,2067,2660,2138,2186,Impervious Surface,18
331,1459,803,1015,1055,1248,1615,1574,1680,1348,1840,816,1000,1018,1290,1842,1823,1814,1361,2113,Impervious Surface,18
332,1460,1023,1213,1313,1358,1368,1464,1812,1591,1551,1197,1395,1498,1700,1562,1757,2012,1781,1685,Impervious Surface,18
333,1461,1044,1205,1326,1387,1405,1478,1806,1650,1527,1179,1350,1490,1590,1597,1564,2019,1780,1640,Impervious Surface,18
334,1462,973,1166,1285,1333,1401,1437,1804,1598,1510,1193,1353,1472,1631,1599,1673,2018,1796,1630,Impervious Surface,18
335,1463,967,1169,1285,1326,1407,1400,1796,1615,1490,1196,1332,1484,1568,1629,1595,2008,1751,1712,Impervious Surface,18
336,1464,928,1170,1300,1394,1450,1419,1810,1629,1498,1047,1272,1417,1562,1530,1555,1993,1745,1585,Impervious Surface,18
337,1465,986,1178,1315,1404,1409,1477,1821,1650,1544,1196,1415,1599,1678,1661,1673,2066,1849,1762,Impervious Surface,18
338,1466,965,1149,1245,1334,1368,1448,1823,1606,1512,1093,1277,1424,1591,1532,1623,2058,1798,1632,Impervious Surface,18
339,1467,1022,1221,1311,1407,1455,1518,1808,1602,1620,1133,1309,1446,1594,1614,1669,2059,1820,1727,Impervious Surface,18
340,1468,987,1204,1278,1378,1413,1340,1785,1593,1439,1239,1399,1543,1679,1625,1700,2114,1853,1723,Impervious Surface,18
341,1469,818,1128,1144,1517,1915,2275,1969,1483,2442,1181,1370,1499,1645,1850,1907,2440,2016,2062,Impervious Surface,18
342,1470,839,1025,1110,1244,1488,1637,1683,1362,1883,784,1045,1079,1478,1909,2156,2019,1500,2084,Impervious Surface,18
343,1471,1023,1210,1318,1381,1412,1442,1770,1576,1437,1140,1314,1451,1573,1592,1569,2079,1830,1657,Impervious Surface,18
344,1472,1020,1220,1344,1361,1394,1433,1732,1554,1502,1133,1309,1438,1620,1556,1643,1999,1755,1650,Impervious Surface,18
345,1473,956,1154,1276,1298,1346,1372,1686,1527,1406,1089,1279,1415,1547,1513,1533,1927,1731,1566,Impervious Surface,18
346,1474,883,1066,1205,1261,1302,1313,1624,1483,1379,1030,1243,1382,1468,1465,1442,1846,1657,1530,Impervious Surface,18
347,1475,954,1168,1277,1359,1384,1388,1689,1552,1425,1054,1274,1409,1513,1462,1515,1861,1653,1527,Impervious Surface,18
348,1476,925,1144,1251,1316,1359,1363,1687,1527,1422,1086,1275,1409,1531,1510,1537,1911,1735,1585,Impervious Surface,18
349,1477,971,1157,1237,1271,1335,1349,1674,1500,1393,1054,1250,1381,1518,1451,1491,1921,1722,1523,Impervious Surface,18
350,1478,928,1105,1215,1341,1333,1369,1649,1477,1415,1185,1408,1553,1553,1564,1564,1977,1771,1615,Impervious Surface,18
351,1479,914,1096,1226,1245,1230,1255,1628,1432,1367,1032,1230,1347,1509,1451,1504,1931,1707,1533,Impervious Surface,18
352,1480,774,1068,1064,1455,2088,2335,1973,1417,2336,1025,1230,1380,1539,1642,1830,2376,1918,1827,Impervious Surface,18
353,1481,845,1039,1172,1281,1546,1757,1760,1404,1716,1240,1447,1523,2021,2332,2750,2310,1821,2815,Impervious Surface,18
354,1482,1031,1210,1324,1378,1418,1412,1752,1585,1402,1219,1454,1654,1602,2037,1735,2245,2035,2068,Impervious Surface,18
355,1483,979,1202,1290,1365,1362,1419,1692,1522,1453,1328,1534,1704,1745,1616,1724,1947,1707,1625,Impervious Surface,18
356,1484,954,1131,1242,1249,1284,1312,1580,1426,1325,1133,1296,1430,1567,1482,1513,1868,1676,1569,Impervious Surface,18
357,1485,817,997,1166,1248,1307,1271,1497,1337,1338,1015,1166,1314,1422,1419,1450,1777,1593,1437,Impervious Surface,18
358,1486,966,1194,1327,1370,1358,1396,1623,1446,1407,1029,1214,1365,1444,1396,1428,1777,1605,1433,Impervious Surface,18
359,1487,1009,1167,1273,1301,1333,1346,1609,1441,1343,1059,1243,1383,1446,1422,1481,1810,1657,1459,Impervious Surface,18
360,1488,932,1146,1224,1251,1286,1322,1580,1427,1332,1108,1275,1413,1506,1442,1453,1831,1659,1535,Impervious Surface,18
361,1489,957,1149,1282,1325,1341,1333,1598,1457,1408,1073,1276,1409,1529,1510,1469,1871,1674,1552,Impervious Surface,18
362,1490,943,1143,1275,1250,1281,1354,1631,1478,1340,1062,1223,1383,1484,1357,1480,1820,1624,1408,Impervious Surface,18
363,1491,749,1040,1047,1378,2096,2187,2051,1482,2184,951,1170,1325,1530,1701,1723,2375,1912,1895,Impervious Surface,18
364,1492,811,1028,1107,1268,1659,1688,1771,1364,1671,847,1140,1182,1538,2227,2391,2264,1692,2652,Impervious Surface,18
365,1493,956,1180,1299,1346,1337,1347,1739,1559,1448,1112,1280,1413,1601,1745,1699,2139,1883,1750,Impervious Surface,18
366,1494,979,1155,1267,1303,1316,1331,1622,1445,1434,1172,1363,1517,1736,1526,1647,1912,1678,1592,Impervious Surface,18
367,1495,931,1096,1196,1221,1299,1297,1510,1289,1278,1198,1378,1544,1552,1583,1523,1883,1663,1682,Impervious Surface,18
368,1496,1132,1214,1330,1311,1262,1287,1433,1245,1322,1143,1291,1415,1526,1517,1545,1825,1574,1514,Impervious Surface,18
369,1497,986,1185,1262,1356,1308,1381,1499,1323,1400,1196,1375,1457,1607,1427,1516,1802,1571,1453,Impervious Surface,18
370,1498,932,1102,1184,1137,1294,1205,1442,1251,1277,1108,1240,1378,1500,1420,1509,1853,1659,1552,Impervious Surface,18
371,1499,769,910,1036,1118,1102,1131,1434,1233,1194,1154,1272,1411,1561,1542,1538,1854,1627,1602,Impervious Surface,18
372,1500,868,1031,1134,1234,1236,1274,1506,1338,1298,1115,1270,1398,1489,1495,1468,1828,1575,1541,Impervious Surface,18
373,1501,943,1106,1202,1229,1290,1345,1632,1419,1261,1044,1217,1344,1431,1395,1407,1835,1574,1448,Impervious Surface,18
374,1502,734,1016,1052,1375,1933,1974,2057,1521,2209,986,1216,1324,1573,1745,1798,2465,1971,1958,Impervious Surface,18
375,1503,837,1033,1152,1277,1500,1553,1743,1366,1753,803,1069,1102,1335,2261,2365,2163,1489,2710,Impervious Surface,18
376,1504,985,1200,1335,1416,1365,1466,1795,1568,1534,1198,1413,1606,1842,1694,1850,2155,1814,1736,Impervious Surface,18
377,1505,916,1111,1244,1394,1339,1445,1681,1510,1441,1333,1582,1773,1766,1780,1721,2205,1845,1901,Impervious Surface,18
378,1506,960,1174,1303,1244,1396,1325,1538,1327,1465,1175,1368,1541,1627,1560,1695,2086,1765,1690,Impervious Surface,18
379,1507,1016,1129,1244,1202,1227,1173,1500,1225,1228,1143,1362,1567,1640,1595,1629,1996,1674,1678,Impervious Surface,18
380,1508,998,1142,1292,1334,1255,1328,1603,1324,1274,1171,1347,1550,1596,1634,1568,2028,1728,1610,Impervious Surface,18
381,1509,963,1113,1209,1314,1228,1341,1493,1298,1283,1180,1413,1650,1586,1592,1541,2133,1849,1620,Impervious Surface,18
382,1510,835,1008,1115,1094,1171,1179,1365,1189,1300,1197,1402,1617,1742,1584,1712,2110,1772,1641,Impervious Surface,18
383,1511,874,1047,1181,1155,1214,1217,1528,1299,1326,1299,1453,1598,1722,1634,1701,2001,1699,1747,Impervious Surface,18
384,1512,958,1176,1317,1358,1394,1346,1751,1479,1358,1240,1432,1605,1658,1742,1684,2060,1786,1765,Impervious Surface,18
385,1513,778,1074,1125,1472,1946,2125,2145,1593,2403,1184,1427,1629,1835,1921,2015,2644,2088,2127,Impervious Surface,18
386,1514,1885,1844,2060,2628,2363,2434,2636,1652,2642,1923,2073,2383,2767,2968,2979,3060,2103,3171,Impervious Surface,18
387,1515,4015,4353,4499,4128,4581,4466,3768,1984,4473,4236,4461,4914,5243,5037,5100,4436,2599,5162,Impervious Surface,18
388,1516,3718,3795,4064,3836,3742,3709,3659,1908,4005,4749,5048,5399,5520,5236,5471,4731,2667,5439,Impervious Surface,18
389,1517,3246,3467,3536,3402,3190,3373,3422,1841,3258,4056,4305,4632,4633,4851,4361,4366,2472,4791,Impervious Surface,18
390,1518,3027,3163,3462,3430,3092,3438,3188,1857,3602,4219,4533,4844,4545,4752,4749,4547,2566,4676,Impervious Surface,18
391,1519,3413,3533,3673,3343,3944,3830,3296,1839,3982,4165,4515,4948,5029,4600,4923,4649,2657,4993,Impervious Surface,18
392,1520,3196,3547,3682,3302,3346,3282,3348,1867,3534,4296,4612,4866,5054,4951,5091,4665,2794,5088,Impervious Surface,18
393,1521,2990,3105,3291,3064,3052,3091,3199,1807,2870,3696,4055,4309,4512,4513,4175,4172,2552,4492,Impervious Surface,18
394,1522,1366,1600,1727,2087,2141,2041,2388,1727,2467,2222,2500,2769,2704,3150,2909,3287,2314,3065,Impervious Surface,18
395,1523,4108,4533,4695,4070,4321,3975,3494,1995,4467,3384,3702,4026,3909,3875,3735,3711,2340,4129,Impervious Surface,18
396,1524,5015,5376,5683,6171,5923,6200,5124,2666,6659,5572,5925,6283,6668,6567,6801,5431,2924,6650,Impervious Surface,18
397,1525,3385,3627,3846,4141,4367,4500,4389,2325,4841,4619,4912,5279,5823,5491,5706,5279,2752,5733,Impervious Surface,18
398,1526,2686,2922,3098,3095,3587,3265,3805,1961,3626,3435,3679,4039,4734,4450,4554,4706,2531,5004,Impervious Surface,18
399,1527,2601,2811,2928,3694,3197,3459,3871,1996,3819,3459,3687,3962,4549,4434,4677,4572,2434,4559,Impervious Surface,18
400,1528,3287,3472,3686,3981,4044,4169,4227,2177,4061,3642,3887,4323,4732,4686,4545,4725,2486,4879,Impervious Surface,18
401,1529,3030,3156,3415,3747,3875,3915,4097,2241,4229,3749,4038,4385,4760,4824,4787,4951,2644,5019,Impervious Surface,18
402,1530,2628,2825,2988,3230,3651,3371,3763,2147,3653,3543,3790,4207,4671,4613,4666,4722,2619,4942,Impervious Surface,18
403,1531,1386,1751,1854,2151,2067,2421,2659,1890,2920,2429,2730,2854,3218,3018,3341,3577,2325,3085,Impervious Surface,18
404,1532,2051,2217,2511,2929,2976,3089,3147,1936,2973,1763,2081,2340,2774,2719,2568,2942,2107,2934,Impervious Surface,18
405,1533,4893,5290,5501,5862,5297,5556,4811,2615,6181,4729,5166,5534,5657,5923,5898,4976,2734,5884,Impervious Surface,18
406,1534,3613,3931,4067,4250,4320,4627,4529,2338,4607,4743,5057,5370,5879,5659,5629,5238,2723,5792,Impervious Surface,18
407,1535,2905,3117,3274,3264,3144,3293,3704,2009,3672,3777,4063,4306,4209,4387,4271,4690,2465,4549,Impervious Surface,18
408,1536,2954,3098,3215,3395,3636,3659,3853,2002,3676,3527,3793,4143,4429,4240,4273,4549,2398,4465,Impervious Surface,18
409,1537,4221,4472,4671,4687,4764,4676,4413,2351,5145,4408,4643,5048,5190,5283,5324,5092,2688,5517,Impervious Surface,18
410,1538,4303,4538,4788,4849,4944,5080,4865,2512,5079,4894,5174,5613,6055,5760,5940,5436,2964,6100,Impervious Surface,18
411,1539,4481,4705,4938,4903,4427,4543,4433,2534,4953,5074,5328,5700,5748,6226,5980,5341,2940,6240,Impervious Surface,18
412,1540,1308,1720,1816,2298,2559,2989,2966,1960,2988,2541,2908,3151,3726,3173,3511,3694,2398,3361,Impervious Surface,18
413,1541,1361,1638,1790,1769,2394,2134,2511,1738,2032,1232,1462,1617,1869,1846,1842,2518,1904,2309,Impervious Surface,18
414,1542,4603,4888,5116,5205,4633,4617,4202,2370,5357,4250,4642,5120,4899,4850,5365,4227,2443,4975,Impervious Surface,18
415,1543,3704,3923,4202,4301,4557,4514,4527,2294,4715,4990,5304,5625,6377,5813,6064,5064,2759,6352,Impervious Surface,18
416,1544,2640,2806,2932,3210,3206,3263,3805,1976,3577,3541,3794,4070,4766,4549,4758,4686,2511,4925,Impervious Surface,18
417,1545,2864,3174,3343,3438,3624,3461,3931,1992,3631,3611,3849,4100,4468,4473,4476,4570,2487,4791,Impervious Surface,18
418,1546,4636,4835,5135,5446,4766,5132,4660,2528,5534,4401,4754,5174,5439,5477,5696,5152,2768,5494,Impervious Surface,18
419,1547,3976,4345,4583,4858,5689,5568,5077,2702,5467,4925,5322,5801,6478,6030,6108,5699,3209,6431,Impervious Surface,18
420,1548,4768,5257,5475,5691,5066,5082,4667,2753,6090,5258,5652,6132,6465,6442,6815,5648,3188,6546,Impervious Surface,18
